epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.6611,1.79906,6.47049,1.06517,0,0,0,0,1.53334,6.08607,0.9023,5.44296e-05,5.44296e-05,5.44296e-05
2,24.4716,1.64665,5.6546,0.94463,0.01173,0.03372,0.01477,0.01117,1.438,5.52221,0.89091,5.55986e-05,5.55986e-05,5.55986e-05
